#x_m,y_m,w_tr
-40.369030,33.290018,2.156682
-40.310893,33.239383,2.134195
-40.252257,33.189955,2.111709
-40.193620,33.140527,2.111709
-40.134983,33.091098,2.111709
-40.076347,33.041670,2.134195
-40.016916,32.994158,2.156682
-39.955583,32.951241,2.086705
-39.896446,32.903020,2.134195
-39.837809,32.853592,2.111709
-39.779173,32.804164,2.111709
-39.720536,32.754736,2.134195
-39.661899,32.705308,2.156682
-39.601860,32.659265,2.156682
-39.543224,32.609837,2.134195
-39.484587,32.560408,2.111709
-39.425950,32.510980,2.111709
-39.367314,32.461552,2.134195
-39.307885,32.414036,2.156682
-39.246551,32.371119,2.086705
-39.187413,32.322902,2.156682
-39.128776,32.273474,2.134195
-39.070140,32.224046,2.111709
-39.011503,32.174618,2.111709
-38.952866,32.125189,2.134195
-38.895021,32.073850,2.156682
-38.837392,32.021990,2.134195
-38.778755,31.972562,2.111709
-38.720119,31.923134,2.111709
-38.661482,31.873706,2.111709
-38.602845,31.824277,2.134195
-38.544209,31.774849,2.086705
-38.485572,31.725421,2.156682
-38.425928,31.678425,2.134195
-38.367291,31.628997,2.111709
-38.308655,31.579569,2.111709
-38.250018,31.530140,2.111709
-38.191381,31.480712,2.134195
-38.131056,31.435360,2.156682
-38.069722,31.392444,2.134195
-38.011086,31.343016,2.109191
-37.952449,31.293587,2.111709
-37.893812,31.244159,2.134195
-37.835176,31.194731,2.109191
-37.776539,31.145303,2.156682
-37.716893,31.098310,2.156682
-37.658257,31.048882,2.134195
-37.599620,30.999454,2.111709
-37.540983,30.950026,2.111709
-37.482347,30.900598,2.134195
-37.423710,30.851170,2.156682
-37.363891,30.804597,2.156682
-37.305254,30.755169,2.109191
-37.246617,30.705741,2.111709
-37.187981,30.656313,2.111709
-37.129344,30.606884,2.111709
-37.070707,30.557456,2.134195
-37.012071,30.508028,2.156682
-36.952032,30.461985,2.156682
-36.893395,30.412557,2.134195
-36.834758,30.363129,2.111709
-36.776122,30.313701,2.111709
-36.717485,30.264273,2.134195
-36.657667,30.217696,2.156682
-36.596333,30.174780,2.086705
-36.537584,30.125623,2.109191
-36.478948,30.076194,2.134195
-36.420311,30.026766,2.111709
-36.361674,29.977338,2.111709
-36.303038,29.927910,2.134195
-36.245582,29.875630,2.156682
-36.187563,29.824710,2.156682
-36.128927,29.775282,2.134195
-36.070290,29.725854,2.111709
-36.011653,29.676426,2.111709
-35.953017,29.626998,2.134195
-35.894380,29.577570,2.156682
-35.835572,29.528555,2.156682
-35.776317,29.480619,2.134195
-35.717681,29.431191,2.111709
-35.659044,29.381763,2.111709
-35.600407,29.332335,2.109191
-35.541771,29.282907,2.134195
-35.483134,29.233478,2.156682
-35.423095,29.187436,2.134195
-35.364458,29.138008,2.111709
-35.305822,29.088579,2.111709
-35.247185,29.039151,2.111709
-35.187874,28.991350,2.109191
-35.126541,28.948434,2.134195
-35.065207,28.905517,2.156682
-35.005446,28.858801,2.134195
-34.946810,28.809373,2.111709
-34.888173,28.759945,2.111709
-34.829536,28.710517,2.134195
-34.771574,28.659462,2.156682
-34.714062,28.607318,2.156682
-34.655425,28.557889,2.134195
-34.596789,28.508461,2.111709
-34.538152,28.459033,2.111709
-34.479515,28.409605,2.111709
-34.420711,28.360583,2.109191
-34.359377,28.317666,2.156682
-34.299615,28.270955,2.156682
-34.240978,28.221527,2.134195
-34.182342,28.172099,2.111709
-34.123705,28.122670,2.111709
-34.065068,28.073242,2.134195
-34.006600,28.023408,2.156682
-33.949594,27.970043,2.156682
