#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
39.1941232,-39.1581914,31.1479449,5.5891409,0.0142142,8.4999674,0.0000011
39.3940932,-39.0043053,31.0202495,5.5918959,0.0133011,8.4999675,0.0000013
39.5940632,-38.8500813,30.8929621,5.5944251,0.0119729,8.4999675,0.0000012
39.7940332,-38.6955537,30.7660431,5.5966619,0.0103920,8.4999675,0.0000006
39.9940033,-38.5407628,30.6394449,5.5985730,0.0087214,8.4999675,-0.0000000
40.1939733,-38.3857511,30.5131169,5.6001515,0.0070676,8.4999675,-0.0000000
40.3939433,-38.2305606,30.3870085,5.6014082,0.0055019,8.4999675,-0.0000000
40.5939133,-38.0752308,30.2610714,5.6023650,0.0040662,8.4999675,-0.0000000
40.7938833,-37.9197963,30.1352602,5.6030502,0.0027854,8.4999675,-0.0000000
40.9938533,-37.7642910,30.0095363,5.6034953,0.0016667,8.4999675,0.0000000
41.1938234,-37.6087433,29.8838652,5.6037326,0.0007096,8.4999675,0.0000000
41.3937934,-37.4531772,29.7582170,5.6037939,-0.0000917,8.4999675,0.0000001
41.5937634,-37.2976130,29.6325666,5.6037094,-0.0007470,8.4999675,0.0000001
41.7937334,-37.1420672,29.5068937,5.6035072,-0.0012678,8.4999675,0.0000001
41.9937034,-36.9865528,29.3811819,5.6032131,-0.0016672,8.4999675,0.0000001
42.1936734,-36.8310801,29.2554188,5.6028498,-0.0019586,8.4999675,0.0000001
42.3936435,-36.6756565,29.1295953,5.6024378,-0.0021555,8.4999675,0.0000002
42.5936135,-36.5202868,29.0037051,5.6019946,-0.0022710,8.4999675,0.0000002
42.7935835,-36.3649742,28.8777447,5.6015352,-0.0023176,8.4999675,0.0000002
42.9935535,-36.2097199,28.7517125,5.6010723,-0.0023070,8.4999676,0.0000002
43.1935235,-36.0545236,28.6256090,5.6006162,-0.0022501,8.4999676,0.0000002
43.3934935,-35.8993840,28.4994357,5.6001753,-0.0021566,8.4999676,0.0000002
43.5934636,-35.7442987,28.3731958,5.5997559,-0.0020354,8.4999676,0.0000002
43.7934336,-35.5892648,28.2468927,5.5993628,-0.0018942,8.4999676,0.0000002
43.9934036,-35.4342788,28.1205311,5.5989993,-0.0017397,8.4999676,0.0000002
44.1933736,-35.2793367,27.9941155,5.5986676,-0.0015778,8.4999676,0.0000002
44.3933436,-35.1244346,27.8676512,5.5983685,-0.0014134,8.4999676,0.0000002
44.5933136,-34.9695682,27.7411430,5.5981021,-0.0012504,8.4999676,0.0000002
44.7932837,-34.8147334,27.6145961,5.5978680,-0.0010921,8.4999676,0.0000002
44.9932537,-34.6599264,27.4880154,5.5976648,-0.0009410,8.4999676,0.0000002
45.1932237,-34.5051432,27.3614055,5.5974909,-0.0007991,8.4999676,0.0000002
45.3931937,-34.3503802,27.2347708,5.5973444,-0.0006677,8.4999676,0.0000002
45.5931637,-34.1956342,27.1081155,5.5972230,-0.0005478,8.4999676,0.0000002
45.7931337,-34.0409022,26.9814432,5.5971244,-0.0004397,8.4999676,0.0000002
45.9931038,-33.8861812,26.8547572,5.5970462,-0.0003436,8.4999676,0.0000002
46.1930738,-33.7314691,26.7280605,5.5969860,-0.0002593,8.4999676,0.0000002
46.3930438,-33.5767635,26.6013558,5.5969416,-0.0001865,8.4999676,0.0000002
46.5930138,-33.4220627,26.4746453,5.5969106,-0.0001245,8.4999676,0.0000002
46.7929838,-33.2673650,26.3479309,5.5968910,-0.0000728,8.4999676,0.0000002
46.9929538,-33.1126693,26.2212142,5.5968807,-0.0000305,8.4999676,0.0000002
47.1929239,-32.9579743,26.0944965,5.5968781,0.0000031,8.4999676,0.0000002
47.3928939,-32.8032792,25.9677788,5.5968814,0.0000291,8.4999676,0.0000002
